baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.15	96.3809332769336	7.8288162509806	1.1343329878942	6.90169142088885	5.13869662813271e-12	6.45057866941075e-11
ENSG00000000457.14	31.1743182966741	-2.63082924273017	0.824177793104112	-3.19206518877637	0.00141259447862173	0.0037801074077029
ENSG00000000460.17	28.7296196828585	-2.72854048998855	0.851849678225211	-3.2030774439844	0.00135967411889693	0.0036545422761496
ENSG00000000971.16	140.629383891746	-10.3894598606028	1.51364132875958	-6.86388490007532	6.70126315967957e-12	8.28378969335501e-11
ENSG00000001036.14	237.216971514625	-3.21871147708501	0.469378824762793	-6.85738535118543	7.01322674253816e-12	8.65240065128751e-11
ENSG00000001167.15	159.793181577059	-1.4921671739925	0.495441269446394	-3.0117942650596	0.00259708548483197	0.00652804114015926
ENSG00000001460.18	86.5063879842036	1.28661798258603	0.543665977242684	2.36655968267756	0.0179542791654558	0.0361658606465949
ENSG00000001461.17	155.41426902941	-2.07633677586369	0.449783268234947	-4.61630505734842	3.90632616065508e-06	1.80359880109173e-05
ENSG00000001497.18	222.060242184018	-1.98278143801072	0.467289033790349	-4.24315850497852	2.20395651120193e-05	8.71148648679075e-05
ENSG00000001561.7	5.78272851784938	6.19621680119895	2.16510728435078	2.86185208741604	0.00421173412364393	0.0100634664905619
ENSG00000001617.12	165.287959025003	5.24773903114425	0.533496977682273	9.83649252136827	7.83964192858186e-23	3.84050762782048e-21
ENSG00000001629.10	107.913896829983	-1.53255529385473	0.480671922976379	-3.18836033601663	0.00143082111310334	0.00382368836595067
ENSG00000001630.17	147.764744110138	-2.60303364049778	0.627248292897641	-4.14992542821087	3.3258360826644e-05	0.000126734778761849
ENSG00000001631.16	55.6314880808327	-4.2134762579385	0.735401191719144	-5.72949337774212	1.00731021531081e-08	7.36106804913521e-08
ENSG00000002330.14	89.9020832457018	1.53260803413946	0.504426610649945	3.0383171739586	0.00237903412898643	0.00603487500712203
ENSG00000002549.13	62.5491955599562	-1.9080584742729	0.746601425270514	-2.55565876207852	0.010598699943046	0.0227576835499564
ENSG00000002586.20	65.2743061170758	1.39521908724399	0.609670864594271	2.28847919142814	0.0221096305494577	0.0432907771981629
ENSG00000002586.20_PAR_Y	65.2743061170758	1.39521908724399	0.609670864594271	2.28847919142814	0.0221096305494577	0.0432907771981629
ENSG00000002587.10	21.5139362819058	8.09394459116848	1.68539860681633	4.80239188429005	1.56781475115946e-06	7.78517141106272e-06
ENSG00000002746.15	10.5212860110488	4.68277819082997	1.57815370249623	2.96725102467714	0.0030047552873395	0.00744332233870173
ENSG00000002822.16	18.4083452488225	-2.28970465080081	0.961468709836273	-2.38146559256278	0.0172439015986512	0.0349565613515933
ENSG00000002834.18	4127.88462189228	1.95798421728636	0.314299133649253	6.22968378739281	4.67377569697404e-10	4.32302749505538e-09
ENSG00000002919.15	295.348083420794	1.91235129645391	0.404536169530008	4.72726900705984	2.27559704419137e-06	1.10040464340145e-05
ENSG00000003056.8	770.416255210804	1.50525063293231	0.338001505829954	4.45338439909078	8.45272266365637e-06	3.65494448142375e-05
ENSG00000003249.15	1132.50417847713	4.69662863358276	0.349410814312964	13.4415663201999	3.45054715330381e-41	8.50153926565472e-39
ENSG00000003393.16	111.854346989957	-2.3082672106198	0.486302020302064	-4.74657129572696	2.06893818693868e-06	1.00589060893705e-05
ENSG00000003400.15	78.660313102264	-1.84620583552086	0.55493977158586	-3.32685803045785	0.000878311087931401	0.00246211220867864
ENSG00000003402.20	323.151735770763	-2.33002880717333	0.384770047038167	-6.05563979085461	1.39860655358772e-09	1.18304884881229e-08
ENSG00000003436.16	133.94656639357	-3.98611502597003	0.529236518137229	-7.53182157572966	5.00373023897721e-14	8.52594984214887e-13
ENSG00000003756.17	154.673133191599	-1.01398533670363	0.429129442047938	-2.36288922956341	0.0181330886212472	0.0364678817333997
ENSG00000003989.18	35.2284975105232	8.80578167134988	1.61117790355584	5.4654310066664	4.61783378192894e-08	3.03559457948355e-07
ENSG00000004139.14	144.629688643753	3.09716894673368	0.462033029138373	6.70334965556353	2.03695261113899e-11	2.34711857269757e-10
ENSG00000004399.13	367.523446077199	1.76477027337593	0.366474997330102	4.81552707888094	1.46811852235516e-06	7.32630790018023e-06
ENSG00000004455.17	1166.5967728532	-2.28370026280462	0.36357090255938	-6.2813064707004	3.35739553736709e-10	3.1767585560833e-09
ENSG00000004478.8	1024.2653525175	1.80461935870436	0.492889995095375	3.66130247451089	0.000250936288609691	0.000796348007204212
ENSG00000004534.15	175.513067316015	-1.21308796283877	0.446585148406039	-2.71636431970152	0.00660032426580267	0.0149880499795687
ENSG00000004660.15	124.375816487214	1.83236730819041	0.477681254273801	3.83596235313039	0.000125073567438741	0.000422760433531002
ENSG00000004700.16	51.2071511944317	-3.59085337959032	0.719858653944962	-4.98827562871094	6.0920610446471e-07	3.26647292752349e-06
ENSG00000004766.17	25.9772298184557	-3.58127770617367	0.932314891321097	-3.84127480909264	0.000122396992372961	0.000414382165610248
ENSG00000004776.13	13.6482386333848	3.19504385460443	1.17084865620259	2.72882736609776	0.00635599681353827	0.0145132251427431
ENSG00000004777.18	311.742631289396	1.43544474429573	0.526659200462597	2.72556663404891	0.00641912180578174	0.0146321043175602
ENSG00000004864.14	199.999611062768	-1.73703743574775	0.466510072675363	-3.72347251965239	0.00019650125823293	0.000637032136306987
ENSG00000004897.12	202.381504923988	-2.59522500249575	0.471370680518299	-5.50569882632952	3.67706692567607e-08	2.45766938588206e-07
ENSG00000004939.16	11.9003027866511	-5.35377317953192	1.8599679170566	-2.87842232677017	0.00399669688645483	0.00959596727366928
ENSG00000004975.12	446.062238404996	1.25599133933682	0.356928112558859	3.51889160630268	0.000433353724440059	0.00130457743757824
ENSG00000005001.10	11.5535881358779	4.82004759211446	1.55121013372011	3.10728217108474	0.00188816079321045	0.00490859303756821
ENSG00000005007.13	824.51482815535	0.854043131599976	0.334433425672109	2.5537014725236	0.0106584595637404	0.0228695312313071
ENSG00000005020.13	79.3775893877659	-4.25248338789526	0.657223134591703	-6.47037994263106	9.77567981992601e-11	1.00809441754026e-09
ENSG00000005022.6	501.926383599225	-3.74864347894282	0.453640700999664	-8.26346372951575	1.41505211308191e-16	3.50706850629798e-15
ENSG00000005175.10	70.5263535520953	-3.44106703711264	0.616473952303833	-5.58185309249966	2.37969348060329e-08	1.6429691445341e-07
ENSG00000005187.12	421.195137558495	-7.93935539359462	0.768651748060731	-10.3289368867308	5.21351816741256e-25	3.20344560061724e-23
ENSG00000005189.20	31.1514645330764	-3.61529345698469	0.957467271619243	-3.77589246561985	0.000159435768604371	0.00052686131502912
ENSG00000005238.20	108.875408947308	1.43461129220659	0.484368752159197	2.96181635543467	0.00305830134493659	0.00756552525835235
ENSG00000005249.13	450.735277689307	-3.72776113183162	0.404576607648318	-9.21398089103565	3.14249133282012e-20	1.17172032173742e-18
ENSG00000005302.19	112.893204211319	-2.35481710552564	0.503873125710638	-4.67343262692274	2.96206902368027e-06	1.3987177120276e-05
ENSG00000005339.15	355.230611728677	0.863571209638168	0.384331089334767	2.24694601504372	0.0246434774417054	0.0475481943637235
ENSG00000005379.17	100.596948023979	2.06995058861092	0.509404368258821	4.06347239558655	4.83480424045534e-05	0.000178157573851735
ENSG00000005448.17	77.9914445344861	1.64617827256635	0.529189797037046	3.11075210025471	0.00186611528921633	0.00485429493150768
ENSG00000005469.12	16.1425740051029	-3.35938335415308	1.12565876479237	-2.98437098277535	0.00284162010222312	0.007080384174992
ENSG00000005483.21	215.204323847916	-3.38584206852005	0.432205404371569	-7.8338725852887	4.7306819490746e-15	9.53382261926174e-14
ENSG00000005513.10	101.804173954279	8.89374267962676	1.45979785155254	6.09244812229857	1.11196885456736e-09	9.61958323033811e-09
ENSG00000005700.15	76.9645105519271	-2.44307710541756	0.59165229220134	-4.1292447229904	3.63956851466155e-05	0.000137563537888343
ENSG00000005801.18	170.603145375356	-1.70558101453365	0.431436976159241	-3.95325646335917	7.709472728534e-05	0.000271925275987071
ENSG00000005810.19	72.2225170267164	-2.52593745098374	0.589115929850262	-4.28767467147896	1.80553267992397e-05	7.27394065071648e-05
ENSG00000005812.11	64.5658066829838	-2.45260949583953	0.632196912311394	-3.87950249056495	0.000104670329537407	0.000358765691708207
ENSG00000005882.12	86.8793314266251	4.41805807412579	0.681586337358595	6.48202264623941	9.05010515960071e-11	9.37502855589141e-10
ENSG00000005884.18	211.678838608374	6.27598635847601	1.38372002040427	4.53558976232953	5.74427404508143e-06	2.56912886682579e-05
ENSG00000005889.16	77.5784752634902	-2.57123584207942	0.594454736009837	-4.3253685879237	1.52277026696589e-05	6.23472459744537e-05
ENSG00000005893.16	481.234867441078	-3.73022923195804	0.379927973246102	-9.81825370763564	9.39569988531096e-23	4.54958253984103e-21
ENSG00000005961.19	68.6754251270897	-1.31114406854443	0.557228478039443	-2.35297390606734	0.0186239409636349	0.0372938852874191
ENSG00000006042.12	409.768017949278	2.09067882015513	0.370388758041981	5.64455258093487	1.65611362982664e-08	1.17172836799474e-07
ENSG00000006047.13	135.564333278801	7.36320082923319	0.871797426831275	8.44599972724884	3.01454396365677e-17	8.05941535645301e-16
ENSG00000006062.18	130.831387067103	1.7172302075375	0.453712484292104	3.78484231091144	0.000153806070961514	0.000509732344630597
ENSG00000006118.15	631.41519865611	9.56011046044854	0.810896514139069	11.789556735977	4.41860462588508e-32	5.1172328503741e-30
ENSG00000006125.18	1018.59279742403	-1.59888076313143	0.340774336790179	-4.69190484879701	2.70673015768294e-06	1.28855532473442e-05
