baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.15	96.3118645368556	7.82757050470223	1.13409729042621	6.90202733996528	5.12655653403107e-12	6.44068432421657e-11
ENSG00000000457.14	31.1732664433369	-2.63248975019127	0.823216373750257	-3.19781024057948	0.00138475369403878	0.00371288005908565
ENSG00000000460.17	31.964911549108	-2.37056055908923	0.77767525279889	-3.04826539170106	0.00230166556937808	0.00585698747121811
ENSG00000000971.16	140.655930700669	-10.390806230692	1.5135198436508	-6.86532540308693	6.63398577291453e-12	8.21967813999356e-11
ENSG00000001036.14	237.224406974603	-3.22023794259096	0.469466511607816	-6.85935602001169	6.91716549597746e-12	8.53693508295218e-11
ENSG00000001167.15	159.773130613023	-1.49349469230349	0.495723130202687	-3.0127597469435	0.00258883782157415	0.00651400857823029
ENSG00000001460.18	86.4736049584337	1.28539449974872	0.543516106041137	2.36496119519122	0.0180319601928314	0.0363308788232168
ENSG00000001461.17	155.409218151508	-2.07781617516265	0.448865332421993	-4.62904132950332	3.67362451471015e-06	1.70333046789793e-05
ENSG00000001497.18	222.049031111661	-1.98400643830185	0.467651928866284	-4.24248530977221	2.21058015490649e-05	8.73708850573106e-05
ENSG00000001561.7	5.77692033193366	6.19454172028145	2.16456609296016	2.86179375184155	0.00421250935446617	0.0100653267549962
ENSG00000001617.12	165.171786889023	5.24647165686746	0.532952662520027	9.844160702866	7.26429906658517e-23	3.58614230587088e-21
ENSG00000001629.10	107.904615510738	-1.53398663352883	0.479490673794785	-3.1992001458309	0.00137809460619875	0.00369817607122851
ENSG00000001630.17	146.183504019297	-2.67994985802744	0.633296511236855	-4.23174581017884	2.31884385766022e-05	9.1192645742442e-05
ENSG00000001631.16	55.6374392541141	-4.21477959049745	0.734472096952136	-5.73851560595381	9.55099638825133e-09	7.00044937604087e-08
ENSG00000002330.14	89.8531740904325	1.53120720203116	0.503337321289101	3.04210941105971	0.00234926486228208	0.00596725599653712
ENSG00000002549.13	62.5456356993246	-1.90894750758347	0.748411330454872	-2.5506662311262	0.0107517237142648	0.0230674178060541
ENSG00000002586.20	65.2439824195162	1.39382252627627	0.609685299896818	2.28613438197077	0.0222463981133865	0.0435331544614279
ENSG00000002586.20_PAR_Y	65.2439824195162	1.39382252627627	0.609685299896818	2.28613438197077	0.0222463981133865	0.0435331544614279
ENSG00000002587.10	21.4993520491798	8.09270831504329	1.68498660174441	4.80283244191092	1.56436789156198e-06	7.75469391727822e-06
ENSG00000002746.15	10.5147529721763	4.68154147897153	1.57691016722153	2.96880670585077	0.00298958588272869	0.00741637636904722
ENSG00000002822.16	18.4089789120132	-2.29098035128781	0.959122383718957	-2.38862150459322	0.0169117151386388	0.0343958520111083
ENSG00000002834.18	4125.59547532526	1.95666620414958	0.313575931370329	6.23984817839474	4.37995793833597e-10	4.07366830489416e-09
ENSG00000002919.15	295.190360500296	1.91110804116022	0.404235874951253	4.72770518299663	2.270715592441e-06	1.09583681178622e-05
ENSG00000003056.8	770.048158896297	1.503958732309	0.337359169056201	4.45803425623938	8.27146856949441e-06	3.57757712032573e-05
ENSG00000003249.15	1131.70842840246	4.69530622710458	0.348886374801618	13.4579810684049	2.76364608124438e-41	6.82159974387155e-39
ENSG00000003393.16	111.855475440278	-2.30960769940848	0.485198395257566	-4.76013054037912	1.93467785047884e-06	9.43271814739105e-06
ENSG00000003400.15	80.9719855434692	-1.77814521611728	0.539905144280246	-3.29344003285567	0.000989694507162505	0.00274573428174439
ENSG00000003402.20	330.489809551572	-2.28859432032836	0.380875079817735	-6.0087793652017	1.86925299790662e-09	1.54504867788231e-08
ENSG00000003436.16	146.749630074445	-1.94869689167876	0.498762700072793	-3.90706219890611	9.34251103550922e-05	0.00032354387942368
ENSG00000003756.17	154.651846292583	-1.01532631346126	0.428034627556022	-2.37206582854883	0.0176889388564648	0.0357829353679267
ENSG00000003989.18	35.2070512567915	8.80463881230916	1.61100260189056	5.46531632039367	4.62082051396271e-08	3.03280495516265e-07
ENSG00000004139.14	144.534986073618	3.09584223737276	0.461170956173547	6.71300348803347	1.90658554636011e-11	2.2049657464726e-10
ENSG00000004399.13	367.32620039932	1.76345152910188	0.365666783703999	4.8225641695948	1.41724413869534e-06	7.07413871529193e-06
ENSG00000004455.17	1166.59586160194	-2.28492467753538	0.363553730507834	-6.28497106698274	3.27914756728109e-10	3.10957055749288e-09
ENSG00000004478.8	1023.70532568922	1.80345895454952	0.494808056654714	3.64476473310137	0.000267636518215418	0.000843550903744313
ENSG00000004534.15	175.48983755296	-1.21439012908425	0.446190248518035	-2.72168684348817	0.00649496574658794	0.0147864863551718
ENSG00000004660.15	124.303027181775	1.83100891568799	0.477011922877528	3.83849716930051	0.000123789641404168	0.00041823024713268
ENSG00000004700.16	51.2135897140099	-3.59181992893242	0.719133048033409	-4.99465285145058	5.89416934933494e-07	3.16008308577951e-06
ENSG00000004766.17	25.9793999171008	-3.58272260262348	0.930763583726718	-3.84922945553852	0.000118489974038129	0.00040221411303195
ENSG00000004776.13	13.6389744600892	3.19373439272444	1.16925636819995	2.73142356080654	0.00630613676681952	0.0144152538022712
ENSG00000004777.18	311.584133201137	1.43387322870249	0.528495833512118	2.7131211596763	0.00666527316649352	0.0151236105364823
ENSG00000004864.14	199.992752093237	-1.73809385987384	0.466764154668056	-3.72370894913707	0.000196317237214973	0.000636123433894642
ENSG00000004897.12	202.381343304991	-2.59651122486736	0.471462110955079	-5.50735926500519	3.6425640206468e-08	2.42744400073649e-07
ENSG00000004939.16	11.903710451521	-5.35507870368123	1.8602816299641	-2.87863870578811	0.00399395602772143	0.0096005185134564
ENSG00000004975.12	445.854404971204	1.25465759534591	0.356161059166196	3.52272535993455	0.000427133729447416	0.00128820626572803
ENSG00000005001.10	11.547913727343	4.81901746188838	1.55020149018529	3.10863942035844	0.00187950945084384	0.00489319733981081
ENSG00000005007.13	824.163820248551	0.852706523597178	0.333644364002959	2.55573483504015	0.0105963833247604	0.022761295364516
ENSG00000005020.13	79.3914163178934	-4.25364677695943	0.656845002575654	-6.47587598334434	9.42634483698439e-11	9.73849339190628e-10
ENSG00000005022.6	501.9533758107	-3.74992767650714	0.454305742456086	-8.25419387444704	1.52930929755393e-16	3.76377518910217e-15
ENSG00000005175.10	70.5326043747947	-3.44226519999723	0.615523179688926	-5.59242172120452	2.23924118929063e-08	1.5509594339139e-07
ENSG00000005187.12	369.104990437128	-7.74913620332167	0.754399569697259	-10.2719255346757	9.43033425207908e-25	5.62624467925581e-23
ENSG00000005189.20	31.1543314975002	-3.6172756870374	0.957992749517877	-3.77589046353205	0.000159437049393359	0.000526583575046123
ENSG00000005238.20	108.825770973338	1.43332969658216	0.483577349721367	2.96401330088771	0.00303655161552921	0.00752102902352965
ENSG00000005249.13	450.771289622654	-3.7290940226768	0.404378520976662	-9.22179054829677	2.92179749424511e-20	1.09794172406879e-18
ENSG00000005302.19	112.900226087587	-2.35611747012671	0.50330127479175	-4.68132625156095	2.85024911435769e-06	1.3476191915903e-05
ENSG00000005339.15	355.058314271616	0.862142895029783	0.383735406880786	2.2467118737824	0.0246584469165599	0.0476020332785024
ENSG00000005379.17	100.534335512539	2.0685043059117	0.508720353478174	4.06609307406146	4.78078488278105e-05	0.000176334340746819
ENSG00000005448.17	77.9525521130056	1.64488378684892	0.528143367574054	3.11446453337935	0.00184279109642534	0.00480438556846856
ENSG00000005469.12	16.1435353048896	-3.36087892746944	1.12364328686493	-2.9910550499052	0.00278015369499786	0.00695231720092978
ENSG00000005483.21	215.2232739322	-3.38717621870599	0.431365404890461	-7.85222036886827	4.08735475629807e-15	8.27229346457529e-14
ENSG00000005513.10	101.732268009934	8.89249162266958	1.4596070525849	6.09238740448766	1.1123908246715e-09	9.62428309029359e-09
ENSG00000005700.15	76.9630700559982	-2.44438975745943	0.591331681368426	-4.13370335883706	3.56964154531798e-05	0.000135228506148767
ENSG00000005801.18	170.335423232807	-1.7040161605184	0.431042627767996	-3.95324279025964	7.70991347648446e-05	0.00027171401399419
ENSG00000005810.19	72.2258996811893	-2.52699215036596	0.588552452242143	-4.29357169567327	1.75821502236514e-05	7.1019700975593e-05
ENSG00000005812.11	64.5641080593561	-2.45394530723279	0.631859169317745	-3.88369026896049	0.000102882952228104	0.000353092160339008
ENSG00000005882.12	86.8177765803499	4.41642676287421	0.682621929360447	6.46979912733245	9.81332833352679e-11	1.01175334747422e-09
ENSG00000005884.18	211.52936690552	6.27448570934273	1.3839576027775	4.5337268256992	5.79519696873806e-06	2.58560471525639e-05
ENSG00000005889.16	77.576799171787	-2.57269154333789	0.594104886608261	-4.33036590226578	1.48861776823695e-05	6.10704408520477e-05
ENSG00000005893.16	481.548988121577	-3.73250115177472	0.379280455466887	-9.84100577283922	7.49576887994612e-23	3.67877140527102e-21
ENSG00000005961.19	68.6691215902839	-1.31257750335606	0.556035549503755	-2.36059997337849	0.0182453997661889	0.036664093695693
ENSG00000006042.12	409.53010958784	2.08935751850094	0.369744414624679	5.65081563333908	1.59688294859219e-08	1.13157112290193e-07
ENSG00000006047.13	135.453523568961	7.36180194290594	0.871646511104051	8.44585717848085	3.01822513302954e-17	8.04125440997723e-16
ENSG00000006062.18	130.759584428423	1.71586189834867	0.452700746391599	3.79027848313818	0.000150478479834322	0.000499748936392129
ENSG00000006118.15	630.96686595477	9.55887031755351	0.810813647675367	11.7892321434884	4.43566633699529e-32	5.14639499384933e-30
ENSG00000006125.18	1018.54010204689	-1.60011949152725	0.340290549052236	-4.70221549197838	2.57353677754047e-06	1.22762287700145e-05
ENSG00000006210.7	54.9354280565633	7.99664578694239	1.49686910825023	5.34224785779039	9.18010138796378e-08	5.71588755677715e-07
ENSG00000006283.18	54.8478910231524	7.99405843836137	1.49658646971548	5.3415279371603	9.2166408388217e-08	5.7326144460082e-07
ENSG00000006327.14	332.767048013164	2.47374532178122	0.379514286158429	6.51818762034309	7.11619492424536e-11	7.48076992099062e-10
ENSG00000006432.16	268.142635636296	5.47059642704819	0.474945627381213	11.5183636013502	1.06616541004101e-30	1.07802596500411e-28
ENSG00000006453.14	161.833187948086	1.08083195023553	0.447861349815663	2.41331820814721	0.0158080116006764	0.0324234874191634
ENSG00000006459.11	74.1316698201185	-2.60812275644868	0.630891741584939	-4.13402583127258	3.56463383734868e-05	0.00013505912132871
ENSG00000006530.18	99.7395764055037	-1.61479190293824	0.490600697141408	-3.29145863906671	0.000996692719611011	0.00276210595505189
ENSG00000006555.11	10.1533206128271	5.49883955420834	1.81113902863825	3.03612227844418	0.0023964215704115	0.00607050064173964
ENSG00000006576.16	95.6489379354818	-2.88137402762199	0.529924147446368	-5.43733294945501	5.40840169491873e-08	3.4995458615515e-07
ENSG00000006625.18	188.385487365964	-2.12789205882468	0.46727244700111	-4.55385733201517	5.2671083746857e-06	2.3684584309602e-05
ENSG00000006634.8	37.1754350549392	-2.36582446330772	0.747915286046951	-3.16322517729529	0.00156031593217543	0.00413255567266786
ENSG00000006638.13	62.2836846348322	-3.03100523425463	0.616439031796677	-4.91695865756657	8.78991055350284e-07	4.57711640135555e-06
ENSG00000006652.15	102.151901717193	-3.46238267935996	0.537148147667033	-6.44586171319392	1.1494543395891e-10	1.17260177908569e-09
ENSG00000006695.12	192.923893580573	1.08015170512082	0.445887093791788	2.42247806711627	0.0154150562677933	0.0317390310479419
ENSG00000006715.16	125.739197082792	-1.87858245789855	0.467936218341834	-4.01461221479168	5.95436101523659e-05	0.000214805770569726
ENSG00000006740.17	129.284138345461	7.70270300708137	0.964893381050682	7.98295765973005	1.42867922228311e-15	3.0664839539149e-14
ENSG00000006744.19	327.619286035046	1.04199468189538	0.434794654639427	2.39652137112747	0.0165515282493884	0.0337505326585286
ENSG00000006747.15	65.5010117557068	-6.83372954316467	1.16553555976035	-5.8631669243706	4.54121280512429e-09	3.51041187579412e-08
ENSG00000006831.10	316.650525387889	-1.41861409219605	0.399281946695668	-3.55291318311797	0.000380990179602223	0.00116142266035176
ENSG00000007038.11	215.103921787072	-7.24113455466747	0.772038011235226	-9.37924616312865	6.64460802678445e-21	2.64283248483969e-19
ENSG00000007047.15	422.004151118419	2.23387887963015	0.456896215757829	4.88924793549655	1.01221942202006e-06	5.19988744913262e-06
ENSG00000007062.12	23.5343916235386	8.22175317280871	1.67200598803915	4.9172988802814	8.77465304240517e-07	4.57106227288713e-06
ENSG00000007080.11	320.035696759028	1.00321832918221	0.401939207758716	2.49594543109227	0.0125621924962631	0.0264801005089096
ENSG00000007168.14	260.325596309271	-1.79431445679083	0.427376468949065	-4.19843998712217	2.68760056384587e-05	0.000104245446612151
ENSG00000007202.15	666.449176072075	-2.0529674828164	0.371837536811406	-5.52114103492907	3.36805298936825e-08	2.26488969319777e-07
ENSG00000007237.19	135.245155583235	8.32005306649939	1.1175439361443	7.44494493451851	9.69848640806362e-14	1.58970567900923e-12
ENSG00000007314.12	140.008985432854	3.6726341746355	0.602349378387593	6.0971826425166	1.07954153167328e-09	9.36259632894871e-09
ENSG00000007372.24	37.8987763111723	-7.03584003404608	1.60393147710355	-4.38662133294604	1.15124956827537e-05	4.84861331222296e-05
ENSG00000007376.8	491.423308447931	2.02265403761776	0.378092535744282	5.34962699973995	8.81356938756128e-08	5.50891848238903e-07
ENSG00000007384.15	129.915782427808	3.32507497202659	0.560436380188209	5.9330105781319	2.97429679482862e-09	2.37199462791892e-08
ENSG00000007402.12	226.248648074656	5.80674694931184	0.520826797803186	11.14909404394	7.23391165774953e-29	6.15297952051216e-27
ENSG00000007541.17	372.008960857163	1.36897693268256	0.369941214532533	3.70052559407967	0.000215153376880444	0.000691374163333624
ENSG00000007545.16	316.478806274175	1.19699382292611	0.373842458621429	3.20186697717564	0.00136540034354691	0.00366997805588561
ENSG00000007866.22	323.764521980159	2.84679421873759	0.389879534338161	7.30172775949925	2.84095659395234e-13	4.36138805889865e-12
ENSG00000007944.15	230.043516496911	-1.47725183199193	0.394531759070675	-3.74431664378964	0.000180885416098947	0.000590221892317677
ENSG00000008018.9	195.948332692403	-3.78096668501174	0.491849881122527	-7.68723716346664	1.50346286918298e-14	2.783285636575e-13
ENSG00000008056.14	169.767642420841	6.13233476015576	0.619792627511858	9.89417183739965	4.41247285041707e-23	2.26258307443891e-21
ENSG00000008083.14	507.088191794545	1.49607397600596	0.379443774513641	3.9428080693209	8.0533102968994e-05	0.000282575634663828
ENSG00000008118.10	6.20363062773766	6.29998852857186	2.11649238855603	2.9766176163147	0.00291447266191491	0.00724503141874326
ENSG00000008130.15	997.609943860536	1.3875378487757	0.328811053833216	4.21986375640371	2.44450003403091e-05	9.57454532619728e-05
ENSG00000008282.9	419.304228020797	-1.92439570904929	0.373298302258549	-5.15511508465538	2.53475206317485e-07	1.45436309695882e-06
ENSG00000008283.16	494.189714706054	0.975124778411555	0.348099850441939	2.80127893526401	0.00509005017471297	0.0119133767080737
ENSG00000008294.21	278.750654126479	-3.20770052493047	0.403856373391067	-7.94267649658795	1.97864513600939e-15	4.15829287055997e-14
ENSG00000008300.17	638.79353536878	5.00788607468587	0.406605958988074	12.3163125477774	7.40013211623028e-35	1.1430253146646e-32
